Bolagsnamn;Info;Info;Info;Info;Info;Info;Info;Kursutveck.;Kursutveck.;Utdelning;Utdelning;P/E;P/S;P/B;EV;Volym;ROE;ROE;ROIC;ROIC;Vinsttillväxt;Vinsttillväxt;FCF;FCF;Börsvärde;Antal Aktier;Vinst/Aktie;Trad.volym;Volatilitet
;Land;Lista;Sektor;Bransch;Ticker;Instrument;Rapport;Utveck.  5 år;Utveck.  3 år;Snitt 5 år;Snitt 3 år;Senaste;Senaste;Senaste;Senaste;Snitt 100d;Snitt 3 år;Snitt 5 år;Snitt 5 år;Snitt 3 år;År. tillv. 5 år;År. tillv. 3 år;Snitt 5 år;Snitt 3 år;Senaste;Senaste;Senaste;Volym 50d;St.avk. 100d
Tulikivi;Finland;Small Cap;Industri;Byggprodukter;TULAV;Aktier;Q4-2017;-0.6683674;0.04166661;;;-8.125;0.3286837;0.8686641;9.229037;47266.37;-0.1801289;-0.1794737;-0.1069748;-0.1031765;;;-0.2862;0.4;9.729037;59.871;-0.02;0.000330684;41.27307
Tysnes Sparebank;Norge;Merkur Market;Finans & Fastighet;Bank;TYSB-ME;Aktier;Q2-2017;;;;;;;;38.295;95.34;;;;;;;;;38.295;0.333;;;12.08996
Umida Group;Sverige;Aktietorget;Dagligvaror;Livsmedel;UMIDA B;Aktier;Q1-2018;-0.9929948;-0.3538462;;;-2.981261;1.06159;1.690675;55.2742;23751.47;-0.380058;-0.7518069;-0.721013;-0.2800781;;;-5.44075;-5.053;46.1622;10.991;-1.4088;0.002573067;52.2995
Unibap;Sverige;First North;Informationsteknik;Elektronisk utrustning;UNIBAP;Aktier;Q3-2018;;;;;-29.99799;16.49659;8.831124;199.4554;12129.52;0.08073415;;;-1.122161;;;;2.131;218.4644;4.871;-1.4951;0.003140792;48.91317
Uniflex;Sverige;Small Cap;Industri;Bemanning;UFLX B;Aktier;Q1-2018;-0.2758621;-0.16;1.42;1.6;13.9165;0.3077589;3.945909;307.302;28389.41;0.2570749;0.2368401;0.4678349;0.5471434;0.1595016;-0.009980749;29.2;17.03333;364.602;17.362;1.509;0.001498307;31.5386
Uni-Light LED;Sverige;NGM;Informationsteknik;Elektronisk utrustning;ULED MTF;Aktier;Q4-2017;;;;;-0.9176285;8.426419;0.710907;10.77336;293861.3;;;;;;;;;10.89536;8.512;-1.3949;0.003796917;312.4219
United Bankers;Finland;First North;Finans & Fastighet;Bank;UNIAV;Aktier;Q4-2017;;-0.2391304;;0.3566667;22.8385;2.127651;3.461339;53.27;1520.21;0.1217215;;;0.08435708;;0.03281955;;1.253333;53.27;7.61;0.3065;0.000212867;43.10144
United Int. Enterprises;Denmark;Mid Cap;Finans & Fastighet;Investmentbolag;UIE;Aktier;Q4-2017;0.4654283;0.1882845;;;11.98121;2.358803;1.411034;3147.365;1481.71;;;;;;;;;5048.1;3.555;118.5189;0.000528354;11.69535
Unlimited Travel Group;Sverige;First North;Sällanköpsvaror;Hotell, restaurang & nöje;UTG;Aktier;Q1-2018;2.76;0.6936935;2.54;2.666667;16.83456;0.3158686;6.496709;130.7208;2462.57;0.2688022;0.2307106;4.202694;3.924434;0.3657702;0.5575488;13.0004;8.486667;164.2368;4.368;2.2335;0.000623169;29.477
UPM-Kymmene;Finland;Large Cap;Material;Skog;UPM;Aktier;Q1-2018;2.846154;0.9595836;0.9399999;1.083333;16.40016;1.683479;1.902403;17113.16;1382268;0.1117006;0.1037716;0.07997856;0.09223528;0.2518732;0.04356362;1140.6;1305.333;17072.16;533.505;1.9512;0.002303013;23.44928
Uponor;Finland;Large Cap;Industri;Byggprodukter;UPONOR;Aktier;Q1-2018;0.1990049;-0.01832991;0.46;0.48;17.4701;0.8954265;4.215744;1270.373;141372;0.1641577;0.1470611;0.1034239;0.1130262;0.1686554;0.1734857;20.38;13.43333;1058.573;73.207;0.8277;0.001503909;27.08502
Urb-it;Sverige;First North;Industri;Handel & Distribution;URBIT;Aktier;Q4-2017;;;;;-0.1998668;0.8089356;1.975885;42.3802;5467.37;;;;;;;;;23.8272;19.856;-6.004;0.000298504;89.45488
Uutechnic;Finland;Small Cap;Industri;Tjänster & Leverans;UUTEC;Aktier;Q4-2017;-0.7191358;0.3343109;;;-45.5;0.8014701;2.594405;28.81996;9718.19;0.03720407;0.0486621;-0.09546883;0.02634138;;;-0.5656;-0.05866667;25.70795;56.501;-0.01;0.000197598;45.54567
Vadsbo SwitchTech;Sverige;Aktietorget;Informationsteknik;Elektronisk utrustning;VADS;Aktier;Q1-2018;;;;;-55.16569;2.579428;5.357521;90.20198;5174.73;-0.04779703;;;-0.04070783;;;;-7.319334;81.80398;14.453;-0.1026;0.000260531;85.09986
Vaisala;Finland;Mid Cap;Informationsteknik;Elektronisk utrustning;VAIAS;Aktier;Q1-2018;1.342963;0.8129615;0.705;0.8666666;27.38198;2.339382;4.173879;715.8934;18335.5;0.1348226;0.1387594;0.2178454;0.2333536;0.217504;0.01903993;30.52;34.9;796.7934;36.054;0.8071;0.000493974;23.73059
Wallenius Wilhelmsen;Norge;OB Match;Industri;Handel & Distribution;WWL;Aktier;Q1-2018;-0.09891303;-0.171;0.7;;18.67369;0.5668907;0.8430408;41532.28;485942.3;0.1460162;0.1065757;0.05632167;0.0762928;-0.2175081;;4212.718;6387.42;17537.66;423.104;2.2197;0.001273591;40.59393
Wallenstam;Sverige;Large Cap;Finans & Fastighet;Fastigheter;WALL B;Aktier;Q1-2018;0.6895027;0.1453183;1.585;1.766667;11.34189;14.16766;1.269804;43915.07;368875.8;0.1416306;0.1303864;0.09664202;0.1047257;0.1226745;-0.06415319;-396.8;-1414;24850.07;325.05;6.7405;0.000917066;18.37025
Wal-Mart Stores;USA;"NYSE & Nasdaq
";Dagligvaror;Konsumentprodukter;WMT;Aktier;Q2-2018;0.05691466;0.06175982;1.956;1.993333;19.78877;0.5140507;3.297477;292407;10687890;0.1687266;0.178713;0.1162772;0.1098638;-0.03511952;-0.05956498;15496.8;16362;251891;3021;4.2135;0.003328389;25.99679
Valmet;Finland;Large Cap;Industri;Tjänster & Leverans;VALMT;Aktier;Q1-2018;;0.567647;0.424;0.5066667;20.48162;0.7442004;2.897612;2484.325;364853.3;0.1234748;0.1033639;0.08687411;0.1051744;;0.1497186;95.6;190.3333;2396.325;149.864;0.7807;0.002801449;25.21844
Valoe;Finland;Small Cap;Industri;Tjänster & Leverans;VALOE;Aktier;Q4-2017;;-0.8152941;;;-0.5174687;5.411682;-0.659787;12.52607;35254.52;-0.3009397;-0.3009397;-1.313599;-0.07018219;;;-2.8768;-2.872333;2.998072;4.774;-1.2136;0.01044299;112.0822
Walt Disney;USA;"NYSE & Nasdaq
";Sällanköpsvaror;Hotell, restaurang & nöje;DIS;Aktier;Q3-2017;0.5188989;-0.0730179;1.28;1.596667;18.00176;2.920489;3.519732;179938.2;8236145;0.1887471;0.1698739;0.1176056;0.1277766;0.1265111;0.09962627;6587.4;7242;162087.2;1588;5.67;0.005012642;21.23527
Waystream;Sverige;First North;Informationsteknik;Kommunikation;WAYS;Aktier;Q1-2018;;;;;-7.340242;0.6440154;1.407912;60.181;1697.21;-0.1294156;-0.02604929;-0.0467155;-0.1317701;;;-5.6076;-3.631333;57.868;6.808;-1.158;0.000168655;86.0797
VBG;Sverige;Mid Cap;Industri;Produktion;VBG B;Aktier;Q1-2018;0.9334091;0.6014467;2.275;2.75;16.90705;1.204676;1.733604;4366.988;10888.81;0.1101124;0.1072841;0.08218622;0.07392521;0.1407945;0.3154932;-119.86;-228.7666;3675.588;25.004;8.6946;0.000266549;27.29136
Webstep;Norge;OB Match;Informationsteknik;IT-Tjänster;WSTEP;Aktier;Q1-2018;;;;1;17.40464;1.122384;1.846249;760.0988;23094.73;0.1322454;;;0.1126183;;;;19.17267;685.0728;26.248;1.4996;0.001040851;30.64853
Veidekke;Norge;OB Match;Industri;Byggnation;VEI;Aktier;Q1-2018;1.021277;0.01333333;4.4;4.833333;11.74986;0.4093429;3.151737;14525.5;159561.8;0.2693368;0.2728131;0.1872488;0.1892864;0.1472152;0.1139667;353.8;287.3333;12701.5;133.7;8.0852;0.001069104;26.86633
Veloxis Pharmaceuticals;Denmark;Mid Cap;Hälsovård;Läkemedel;VELO;Aktier;Q1-2018;0.6035088;-0.05284974;;;-32.07018;7.387506;101.647;1719.332;756711.8;-1.987513;;;-0.3957743;;;;-99.53457;1565.201;1712.474;-0.0285;0.000338663;33.88362
Wentworth Resources;Norge;OB Match;Energi;Olja & Gas;WRL;Aktier;Q4-2017;-0.3764773;-0.09734518;;;-92.72727;4.879805;0.3636517;608.9481;169232.4;0.03898969;0.02890811;0.02644587;0.03705089;;;-94.70556;-57.03203;518.774;169.534;-0.033;0.000829403;35.44598
Venue Retail Group;Sverige;Small Cap;Sällanköpsvaror;kläder & Textil;VRG B;Aktier;Q2-2018;-0.9677415;-0.9229299;;;10.27165;0.1975081;2.16213;222.765;119837.5;-1.25676;-1.142464;-0.902487;-1.068574;-0.4723444;;-45.84;-33.03333;175.565;145.095;0.1178;0.000792667;34.34302
Verisec;Sverige;First North;Informationsteknik;IT-Tjänster;VERI;Aktier;Q1-2018;;1.575107;;;-19.1678;7.641359;33.35338;526.51;1030.02;-0.9638298;-0.622341;-1.670747;-2.36595;;;-18.4518;-26.33233;532.32;4.436;-6.2605;0.000185613;54.07267
Verkkokauppa.com;Finland;First North;Informationsteknik;Programvara & Internet;VERK;Aktier;Q1-2018;;0.202338;0.164;0.1766667;30.97524;0.6361287;6.82095;248.2634;21556.17;0.2376053;0.1971593;-0.4641883;-1.564853;0.08223888;0.1854315;7.9196;14.069;276.2484;45.065;0.1979;0.000468225;31.86299
WeSC;Sverige;First North;Sällanköpsvaror;kläder & Textil;WESC;Aktier;Q1-2018;-0.9838901;-0.9607143;;;-0.5612245;0.4423751;-0.5799642;26.96218;191621.5;;;-5.2;;;;-40.88;-45;29.46218;267.838;-0.196;0.000887234;101.7699
West International;Sverige;First North;Informationsteknik;Elektronisk utrustning;WINT;Aktier;Q4-2017;6.983165;2.186666;;;44.04718;2.885792;6.375978;256.534;37979.73;0.07626886;-0.02710273;-0.01333731;0.11666;;;-2.6064;-2.214;268.875;22.5;0.2713;0.001462091;43.92033
Vestas Wind Systems;Denmark;Large Cap;Kraftförsörjning;Energiproducenter;VWS;Aktier;Q1-2018;3.991755;0.2842424;7.765;9.390933;14.41526;1.234323;3.914921;70147.13;1174268;0.2871218;0.2524858;0.8976631;1.061513;;0.08834584;7478.01;7776.934;89569.28;211.348;29.3994;0.00495691;28.01328
Vestjysk Bank;Denmark;Mid Cap;Finans & Fastighet;Bank;VJBA;Aktier;Q1-2018;-0.7429293;-0.7480198;;;2.141535;0.4274341;0.1618084;26.89936;229676;0.06470964;;;0.006772961;;;;;384.3154;151.008;1.1884;0.001338793;20.42052
Veteranpoolen;Sverige;Aktietorget;Industri;Bemanning;VPAB B;Aktier;Q1-2018;;;;;17.42054;1.281885;16.97622;293.9971;;0.9778028;;;10.57993;;0.2810622;;14.416;311.9211;18.241;0.9816;0.000891237;
Vibrosense Dynamics;Sverige;Aktietorget;Hälsovård;Läkemedel;VSD B;Aktier;Q3-2018;;0.952;;;-22.14156;764.3343;15.32312;102.8218;10542.02;-0.6391895;-0.4085077;-28.8782;-56.26836;;;-1.375;-6.383667;109.2998;8.959;-0.551;0.00107637;63.69333
Vicore Pharma;Sverige;First North;Hälsovård;Läkemedel;VICO;Aktier;Q1-2018;;;;;-14.67881;62.97174;1.942451;213.9618;17463.27;-0.1451895;-0.04656108;-0.06605579;-0.1704298;;;-20.1144;-28.67267;227.7058;15.868;-0.9776;0.001311994;46.78917
Victoria Park A;Sverige;Mid Cap;Finans & Fastighet;Fastigheter;VICP A;Aktier;Q1-2018;15.23822;2.644231;0.26;0.3666667;4.815267;7.782168;1.313105;16694.78;58399.98;0.2871006;0.3001724;0.1173772;0.1161253;0.237657;0.1238231;-790.6;-1097;8474.781;223.609;7.8708;0.000407356;32.00834
Victoria Park B;Sverige;Mid Cap;Finans & Fastighet;Fastigheter;VICP B;Pref;Q1-2018;;2.631579;0.26;0.3666667;4.821619;7.792435;1.314838;16705.96;565670.6;0.2871006;0.3001724;0.1173772;0.1161253;0.237657;0.1238231;-790.6;-1097;8485.962;223.609;7.8708;0.003885065;29.07307
Victoria Park Pref;Sverige;Mid Cap;Finans & Fastighet;Fastigheter;VICP PREF;Pref;Q4-2017;;0.006389776;20;20;;;;315;2567.98;;;;;;;;;315;1;;;9.26134
Victoria Properties;Denmark;Small Cap;Finans & Fastighet;Fastigheter;VIPRO;Aktier;Q2-2017;-0.950625;-0.7864865;;;-7.314815;7.511845;-5.398623;7.36912;40211.03;;;;;;;;120.9863;7.36912;4.664;-0.216;0.01107372;83.11102
VideoBurst;Sverige;Aktietorget;Informationsteknik;Programvara & Internet;VIDS;Aktier;Q1-2018;;;;;-1.290323;3.639406;9.20261;9.0968;106114.5;-3.348745;;;-3.537676;;;;-5.45075;9.025;18.05;-0.3875;0.007706574;205.1098
Wifog;Sverige;First North;Telekommunikation;Telekommunikationstjänster;WIFOG;Aktier;Q1-2018;-0.9922727;-0.9929166;;;-0.2358491;0.3216333;-0.2640755;3.21857;29468.65;-0.1692518;;;-0.1713322;;;;-15.87933;3.42057;20.121;-0.7208;0.001221794;214.4991
Wihlborgs;Sverige;Large Cap;Finans & Fastighet;Fastigheter;WIHL;Aktier;Q1-2018;0.812037;0.3661431;2.825;3.041667;5.825306;6.207559;1.081069;35977.91;297278.6;0.2113782;0.1894955;0.06465743;0.07531824;0.194232;0.0426396;-1457;-1849.333;15040.92;153.714;16.7974;0.002083017;23.71438
Viking Line;Finland;Mid Cap;Industri;Tjänster & Leverans;VIK1V;Aktier;Q1-2018;-0.05539352;-0.04198694;0.49;0.2666667;23.32949;0.3347876;0.8319544;274.66;774.17;0.03173468;0.06430345;0.04254753;0.02172615;-0.2288419;-0.2625417;21.275;9.45;174.96;10.8;0.6944;9.62E-05;22.06522
Viking Supply;Sverige;Small Cap;Industri;Tjänster & Leverans;VSSAB B;Aktier;Q1-2018;-0.925738;-0.9621849;11;;-0.4616028;0.5894307;0.1894807;1909.565;3228.14;-0.3447815;-0.2507724;-0.1547292;-0.2080455;;;12.4;-147.6667;191.565;8.514;-48.7432;0.000214289;51.69198
Wilh. Wilhelmsen A;Norge;OB Match;Industri;Tjänster & Leverans;WWI;Pref;Q1-2018;0.3194888;0.0868421;5.6;6;83.72187;1.535618;0.5647917;12604.93;10428.65;0.01914082;0.04355582;0.02151545;0.01071769;-0.4092789;-0.3751982;616.934;412.4767;9582.426;46.404;2.4665;0.000223656;20.26196
Wilh. Wilhelmsen B;Norge;OB Match;Industri;Tjänster & Leverans;WWIB;Aktier;Q1-2018;0.3121019;0.09283819;5.6;6;83.51916;1.5319;0.5634242;12581.72;6007.07;0.01914082;0.04355582;0.02151545;0.01071769;-0.4092789;-0.3751982;616.934;412.4767;9559.224;46.404;2.4665;0.000133239;22.18781
WilLak;Sverige;NGM;Industri;Byggnation;WIL MTF;Aktier;Q4-2017;;;;;-0.5487411;0.1222679;2.607835;8.9146;10062.26;-1.648082;;;-0.4324185;;;;-8.579333;2.5296;1.86;-2.4784;0.009491344;198.7715
William Demant;Denmark;Large Cap;Hälsovård;Sjukvård;WDH;Aktier;Q4-2017;1.524017;1.064286;;;33.81798;4.497435;7.980179;64184.67;538671.4;0.2221146;0.2315923;0.1970957;0.1692824;;0.1276966;314;371.3333;59316.67;256.56;6.8366;0.002169958;29.98545
Wilson;Norge;OB Standard;Industri;Handel & Distribution;WILS;Aktier;Q1-2018;0.4166667;0.2408759;0.3;0.3333333;9.686609;0.2860956;0.7321419;1954.758;1895;0.02978795;0.02322738;0.01016019;0.01275769;0.01133868;;133.8848;157.4169;717.672;42.216;1.755;2.48E-05;65.2103
Wilson Therapeutics;Sverige;Mid Cap;Hälsovård;Läkemedel;WTX;Aktier;Q1-2018;;;;;-31.84669;;15.13434;6122.848;65004.04;-0.3623613;-0.5200783;-2.327209;-3.152386;;;-101.6922;-121.1413;6549.598;28.292;-7.2692;0.003869544;116.3378
Vincit;Finland;First North;Informationsteknik;IT-Tjänster;VINCIT;Aktier;Q4-2017;;;;0.04333333;29.66031;1.897066;5.535979;79.5444;9928.53;0.3621382;;;0.2695429;;;;1.133333;78.6884;10.99;0.2414;0.000383702;29.60643
Vindico Security;Sverige;Aktietorget;Industri;Tjänster & Leverans;VSEC;Aktier;Q1-2018;-0.1072431;0.03246758;;;-1.869269;0.7875546;6.768832;15.30044;18579.74;-2.395797;-1.616982;-1.960602;-2.469382;;;-1.9165;-2.848;12.10944;15.232;-0.4253;0.000795345;172.6928
WIRTEK;Denmark;First North;Informationsteknik;Kommunikation;WIRTEK;Aktier;Q4-2017;14;1.792553;;0.06;334.3949;14.22884;85.39653;205.512;2395.33;0.270353;;;0.6800813;;;;0.3856666;206.745;39.38;0.0157;7.08E-05;46.25232
Wise Group;Sverige;Small Cap;Industri;Bemanning;WISE;Aktier;Q1-2018;1.203007;0.4723618;2.7;3;15.42958;0.5104986;3.315706;435.5799;10626.16;0.2237922;0.1998631;0.2068622;0.2342414;0.2961667;0.02832776;7.489;1.850667;433.1009;7.3908;3.7979;0.001317341;27.85402
Vistin Pharma;Norge;Oslo Axess;Hälsovård;Läkemedel;VISTIN;Aktier;Q1-2018;;;;3.333333;2.659512;1.362921;1.529495;133.3252;66189.18;0.4102208;;;0.8017946;;0.5590659;;99.95733;192.7102;17.054;4.2489;0.005375679;40.78813
Vitec Software;Sverige;Mid Cap;Informationsteknik;Programvara & Internet;VIT B;Aktier;Q1-2018;3.431818;0.6702355;0.954;1.066667;28.92853;2.343728;5.30832;2635.372;10772.52;0.1942997;0.2118946;0.1077462;0.09152398;0.1881931;0.004540924;-47.2564;-42.90233;2327.364;29.838;2.6963;0.000392742;17.75975
Vitrolife;Sverige;Mid Cap;Hälsovård;Bioteknik;VITR;Aktier;Q1-2018;9.438095;2.914286;0.556;0.6666667;51.76526;13.39095;10.75041;13877.69;163217.2;0.2027637;0.1959965;0.2365725;0.2590146;0.3495765;0.1468397;169.512;205.7597;14276.5;108.55;2.5407;0.001369179;35.52275
WntResearch;Sverige;Aktietorget;Hälsovård;Läkemedel;WNT;Aktier;Q1-2018;-0.206706;-0.852459;;;-6.364022;;5.272102;158.091;22189.51;-0.8879999;-0.5773508;-7.753477;-12.74822;;;-24.3484;-29.211;192.321;21.369;-1.4142;0.000735602;61.5755
Volati;Sverige;Mid Cap;Finans & Fastighet;Investmentbolag;VOLO;Aktier;Q1-2018;;;0.3;0.5;16.56658;0.7680452;1.576556;4627.265;78009.7;0.09432624;0.08860858;0.0577004;0.0762348;-0.1235251;0.0768509;-199.4086;-118.0667;3815.265;80.406;2.8642;0.001002324;35.82288
Volati Pref;Sverige;Mid Cap;Finans & Fastighet;Investmentbolag;VOLO PREF;Pref;Q4-2017;;;;40;;;;656;1769.18;;;;;;;;;656;1;;;7.288914
Volvo A;Sverige;Large Cap;Industri;Produktion;VOLV A;Pref;Q1-2018;0.5807278;0.3954751;3.55;3.916667;14.29022;0.9033262;2.736887;421691;295911.9;0.1716307;0.1434009;0.07249166;0.09003629;0.4355372;0.1330753;13849.2;19015.33;313026;2030;10.7906;0.000133858;24.77966
Volvo B;Sverige;Large Cap;Industri;Produktion;VOLV B;Aktier;Q1-2018;0.5776302;0.3952123;3.55;3.916667;14.31338;0.9047907;2.741324;422198.5;5477147;0.1716307;0.1434009;0.07249166;0.09003629;0.4355372;0.1330753;13849.2;19015.33;313533.5;2030;10.7906;0.00270233;23.84943
Wonderful Times;Sverige;Aktietorget;Sällanköpsvaror;Återförsäljare;WTG;Aktier;Q1-2018;-0.8991666;0.3224045;;;7.346245;0.3216369;1.042124;40.5103;9623.77;0.08006385;-0.1291495;-0.1453799;0.08925948;;;1.1948;1.854;29.0763;2.403;1.6471;0.003182389;90.42573
Voss Veksel Landmandsbank;Norge;OB Match;Finans & Fastighet;Bank;VVL;Aktier;Q1-2018;0.251282;-0.008130081;4.05;3.916667;10.12936;2.73882;0.5582919;1470.678;851.02;0.0604376;0.06509679;0.005879673;0.005422282;0.000807319;0.10858;-188.9064;-329.5103;231.8;1.9;12.0442;0.000839842;13.6441
Vostok Emerging;Sverige;First North;Finans & Fastighet;Investmentbolag;VEMF SDB;Aktier;Q1-2018;;;;;2.782369;2.588247;0.7267672;1278.845;301224.3;0.2830604;;;0.3154429;;2.765297;;-70.90043;1336.22;661.495;0.726;0.000654368;25.42537
Vostok New Ventures;Sverige;Mid Cap;Finans & Fastighet;Investmentbolag;VNV SDB;Aktier;Q1-2018;1.570447;0.2016065;;;4.497841;;0.8031878;6591.609;50463.52;0.1828985;0.1018013;0.1029438;0.1797798;-0.09056177;-0.005181296;-286.8255;-188.2818;6326.061;84.573;16.6302;0.000440114;24.59203
WR Entertainment;Norge;Merkur Market;Sällanköpsvaror;Hotell, restaurang & nöje;WRE-ME;Aktier;Q2-2017;;;;;-12.7897;294.9465;0.7455366;6.706096;202720.1;-2.59837;;;-0.2873341;;;;-8.7995;21.5311;72.252;-0.0233;0.002681012;104.9196
Wulff-Yhtiöt;Finland;Small Cap;Industri;Tjänster & Leverans;WUF1V;Aktier;Q1-2018;-0.1702128;0.06849308;0.06;0.06666667;-93.41317;0.1841655;0.9630494;13.58448;623.71;-0.000831933;0.007323222;0.0070283;-0.000618544;;;1.238;0.948;10.30848;6.608;-0.0167;9.05E-05;46.33172
Wärtsilä;Finland;Large Cap;Industri;Tjänster & Leverans;WRT1V;Aktier;Q1-2018;0.5451615;0.375;0.42732;0.4511;28.50917;2.190762;5.143438;11476.68;1082423;0.1635046;0.1723237;0.1415118;0.1317239;-0.002036429;-0.04475611;229.8;267;11032.68;591.723;0.654;0.001551185;24.56712
Västsvensk Logistik;Sverige;Aktietorget;Finans & Fastighet;Fastigheter;VASLOG;Aktier;Q4-2017;;;;;;;;0.103;;;;;;;;;;0.103;0.001;;;22.8678
XANO Industri;Sverige;Small Cap;Industri;Produktion;XANO B;Aktier;Q1-2018;3.294118;3.415879;2.65;3.416667;24.59403;2.295615;6.537108;4738.396;7109.33;0.2425857;0.2162892;0.1261927;0.1289508;0.06442403;0.2737972;-15.2;-61.33333;4033.396;13.813;11.8728;0.000488915;42.78205
Xavitech;Sverige;NGM;Hälsovård;Sjukvård;XAVI MTF B;Aktier;Q4-2017;;;;;-23.89079;;5.203372;170.6374;735.7879;-0.6823468;;;-0.5616321;;;;-3.839667;176.1914;14.806;-0.4981;4.83E-05;68.84526
Xbrane Biopharma;Sverige;First North;Hälsovård;Bioteknik;XBRANE;Aktier;Q1-2018;;;;;-7.207183;14.06071;3.767457;317.1734;16178.43;-0.4470863;-0.3998015;-5.636693;-0.4758199;;;-29.2082;-44.27333;315.0724;5.956;-7.3399;0.002072062;45.23365
Xintela;Sverige;First North;Hälsovård;Bioteknik;XINT;Aktier;Q1-2018;;;;;-3.851907;236.9546;8.8623;81.30303;57971.52;-1.45113;-1.581507;-5.840203;-9.011975;;;-14.6556;-17.94367;93.83403;30.367;-0.8022;0.001962036;46.89509
XMReality;Sverige;First North;Informationsteknik;Programvara & Internet;XMR;Aktier;Q1-2018;;;;;-4.359926;7.182227;2.188334;71.91116;15984.36;-0.4267451;-0.7636406;-1.548689;-1.763382;;;-17.009;-23.64233;109.8522;14.608;-1.7248;0.000764128;45.52202
Xspray Pharma;Sverige;First North;Hälsovård;Läkemedel;XSPRAY;Aktier;Q1-2018;;;;;-86.15654;24.88833;3.070447;540.115;39488.83;-0.06952825;;;-0.2449746;;;;-31.64067;729.004;12.356;-0.6848;0.001990646;72.7037
Xvivo Perfusion;Sverige;Mid Cap;Hälsovård;Läkemedel;XVIVO;Aktier;Q1-2018;1.815385;1.745;;;284.3823;18.7535;5.658457;2682.155;36168.27;0.01235123;0.01720486;0.02389959;0.01897911;-0.01270966;0.1741866;-12.4262;-12.439;2875.662;26.19;0.3861;0.001357961;23.43712
XXL;Norge;OB Match;Sällanköpsvaror;Återförsäljare;XXL;Aktier;Q1-2018;;-0.1356725;2;2;20.4313;1.129058;2.640876;12648.04;416270.8;0.1332095;0.1236263;0.09649389;0.1051917;0.3775656;0.02370569;141.4;117;10236.04;138.512;3.617;0.003369777;36.99578
Yara International;Norge;OBX;Industri;Produktion;YAR;Aktier;Q1-2018;0.3081306;-0.1149101;10.2;7.666667;29.73923;1.005964;1.272666;120148.3;728406.1;0.05838198;0.07881593;0.06181604;0.04469358;-0.1094403;-0.2668671;-290.3281;-2700.547;94068.61;273.217;11.5773;0.002650065;24.82695
YIT;Finland;Large Cap;Industri;Byggprodukter;YTY1V;Aktier;Q1-2018;-0.6567263;-0.2115678;0.224;0.24;53.84615;0.4426036;0.9182755;1750.349;948206.1;0.03489994;0.05982267;0.04160285;0.02110282;-0.2967308;-0.3650501;84.25999;30.6;936.5492;180.801;0.0962;0.005828234;35.06182
Yleiselektroniikka;Finland;Small Cap;Informationsteknik;Elektronisk utrustning;YLEPS;Aktier;Q4-2017;0.9549764;0.7553192;0.276;0.31;11.54977;0.388776;1.769731;18.53975;1122.97;0.15144;0.133617;0.2134746;0.2376312;0.1340619;0.1055655;1.0046;0.5406666;21.14475;2.563;0.7143;0.000379657;20.63026
Zalaris;Norge;OB Match;Informationsteknik;IT-Tjänster;ZAL;Aktier;Q1-2018;;0.3333333;0.754;0.7233334;-158.3303;1.352577;7.095244;1128.059;9826.4;0.03701978;0.07897814;0.2475931;0.123003;;;-96.4438;-171.9567;888.8;20.2;-0.2779;0.00044405;38.86488
Zaplox;Sverige;First North;Informationsteknik;IT-Tjänster;ZAPLOX;Aktier;Q4-2017;;;;;-6.301503;11.98484;2.809957;92.6082;14884.14;-0.8086942;;;-1.67391;;;;-20.573;123.9472;23.836;-0.8252;0.000473306;118.5527
Zealand Pharma;Denmark;Mid Cap;Hälsovård;Bioteknik;ZEAL;Aktier;Q1-2018;0.3468532;-0.09150941;;;-8.778247;40.57438;6.775502;2534.371;88637.42;-0.6134365;;;-2.821686;;;;-241.902;2961.321;30.751;-10.9703;0.0021824;28.80477
Zeeland Family;Finland;First North;Sällanköpsvaror;Konsument;ZEE1V;Aktier;Q4-2017;;;;0.09666666;9.139863;0.5558966;2.870798;9.25116;2671.2;0.1827571;;;0.1111951;;;;0.2543333;8.77316;1.397;0.6871;0.002128289;34.21829
Zenergy;Sverige;Aktietorget;Industri;Byggnation;ZENZIP;Aktier;Q1-2018;;;;;-1.404718;0.9288453;1.452232;62.07331;170053.2;-0.7129217;-0.8757007;-1.056313;-0.6239629;;;-29.9764;-39.69333;51.68931;32.509;-1.1319;0.00322708;97.71303
Zenicor Medical;Sverige;Aktietorget;Hälsovård;Sjukvård;ZENI;Aktier;Q1-2018;;0.835443;;;-48.59249;7.249609;6.759037;119.887;2129.51;-0.3450543;-0.3959682;-0.7722068;-0.4138658;;;-3.3848;-3.446667;134.444;4.636;-0.5968;0.000621881;92.83103
ZetaDisplay;Sverige;Small Cap;Informationsteknik;Elektronisk utrustning;ZETA;Aktier;Q1-2018;2.745763;3.594595;;;-70.60703;2.016583;2.429801;404.9711;18393.52;-0.000323733;-0.0234041;-0.03348753;0.00116715;;;-61.8292;-96.47666;441.8011;19.991;-0.313;0.00122;59.91054
ZetaDisplay Pref;Sverige;First North;Informationsteknik;Elektronisk utrustning;ZETA PREF;Pref;Q4-2017;;;;;;;;0.124;277.72;;;;;;;;;0.124;0.001;;;18.47709
